cancellation,no_delivery,delivery_delay,delivery_time,late_delivery_flag,avg_installments,total_payment,freight_value,product_description_length,product_photos_qty,is_dissatisfied
0.0,0.0,-1.0,22.0,0.0,7.0,140.0,18.1,1749.0,1.0,0
0.0,0.0,-29.0,12.0,0.0,3.0,138.41,18.41,1219.0,2.0,0
0.0,0.0,-23.0,4.0,0.0,2.0,146.9,17.0,327.0,9.0,1
0.0,0.0,-8.0,12.0,0.0,1.0,107.78,17.88,230.0,1.0,0
0.0,0.0,-8.0,10.0,0.0,4.0,106.16,16.26,245.0,1.0,0
0.0,0.0,-14.0,6.0,0.0,1.0,128.59,8.59,159.0,1.0,0
0.0,0.0,-4.0,19.0,0.0,4.0,141.14,28.34,554.0,1.0,1
0.0,0.0,-8.0,14.0,0.0,1.0,77.57,17.67,341.0,2.0,0
0.0,0.0,-13.0,4.0,0.0,2.5,55.599999999999994,14.1,183.0,2.0,0
0.0,0.0,3.0,28.0,1.0,2.0,68.66,19.66,340.0,2.0,1
0.0,0.0,-9.0,11.0,0.0,10.0,204.24,24.25,363.0,1.0,0
0.0,0.0,-21.0,6.0,0.0,2.0,111.32,16.42,1538.0,2.0,0
0.0,0.0,-5.0,22.0,0.0,1.0,130.15,21.25,2931.0,3.0,0
0.0,0.0,-4.0,5.0,0.0,1.0,73.62,8.72,561.0,6.0,0
0.0,0.0,-21.0,5.0,0.0,3.0,72.05,15.16,1178.0,1.0,0
0.0,0.0,-17.0,6.0,0.0,6.0,67.79,11.89,238.0,1.0,0
0.0,0.0,22.0,49.0,1.0,2.0,83.01,18.02,928.0,1.0,1
0.0,0.0,4.0,30.0,1.0,3.0,85.14,15.24,223.0,1.0,1
0.0,0.0,-9.0,28.0,0.0,3.0,187.94,30.04,451.0,5.0,0
0.0,0.0,-25.0,6.0,0.0,1.0,95.22,15.32,867.0,1.0,0
0.0,0.0,-15.0,9.0,0.0,1.0,95.21,15.31,1158.0,2.0,0
0.0,0.0,-34.0,12.0,0.0,3.0,35.09,15.1,218.0,4.0,0
0.0,0.0,-27.0,8.0,0.0,6.0,115.4,15.45,262.0,4.0,0
0.0,0.0,-15.0,9.0,0.0,1.0,92.05,36.05,796.0,1.0,0
0.0,0.0,-16.0,12.0,0.0,10.0,212.43,17.13,1386.0,1.0,0
0.0,0.0,-15.0,10.0,0.0,2.0,146.18,26.88,205.0,8.0,0
0.0,0.0,-15.0,5.0,0.0,5.0,109.31,14.41,1156.0,1.0,0
0.0,0.0,-14.0,9.0,0.0,1.0,137.99,18.09,844.0,4.0,0
0.0,0.0,-2.0,18.0,0.0,1.0,28.69,12.69,1298.0,3.0,0
0.0,0.0,-12.0,9.0,0.0,1.0,215.05,15.15,111.0,1.0,0
0.0,0.0,-9.0,9.0,0.0,3.0,95.83,35.93,341.0,2.0,0
0.0,0.0,-18.0,9.0,0.0,1.0,68.89,11.9,1536.0,2.0,0
0.0,0.0,15.0,37.0,1.0,1.0,45.2,15.1,83.0,1.0,1
0.0,0.0,-19.0,3.0,0.0,3.0,34.86,10.96,1074.0,2.0,0
0.0,0.0,-10.0,11.0,0.0,2.0,40.61,16.11,184.0,1.0,0
0.0,0.0,-2.0,16.0,0.0,2.0,124.88,26.88,340.5,2.0,0
0.0,0.0,-16.0,9.0,0.0,1.0,92.57,13.57,255.0,2.0,0
0.0,0.0,-9.0,9.0,0.0,10.0,235.13,15.14,162.0,4.0,0
0.0,0.0,-5.0,13.0,0.0,3.0,161.62,21.63,1292.0,1.0,1
0.0,0.0,-21.0,12.0,0.0,4.0,123.47,23.57,489.0,2.0,0
0.0,0.0,-14.0,18.0,0.0,1.0,35.0,15.1,612.0,1.0,0
0.0,0.0,-22.0,7.0,0.0,1.0,57.11,15.11,782.0,1.0,0
0.0,0.0,-12.0,12.0,0.0,6.0,147.96,18.16,351.0,3.0,0
0.0,0.0,-9.0,3.0,0.0,3.0,152.17,12.18,797.0,2.0,0
0.0,0.0,-40.0,16.0,0.0,1.0,64.0,14.1,327.0,3.0,0
0.0,0.0,-7.0,5.0,0.0,1.0,185.03,37.13,485.0,5.0,0
0.0,0.0,-18.0,21.0,0.0,11.0,114.26,34.36,104.0,2.0,0
0.0,0.0,-8.0,15.0,0.0,1.0,47.72,8.72,352.0,2.0,0
0.0,0.0,-14.0,15.0,0.0,6.0,69.07,38.94,395.0,2.0,0
0.0,0.0,-9.0,9.0,0.0,1.0,53.7,15.1,517.0,1.0,1
0.0,0.0,-5.0,7.0,0.0,1.0,33.68,7.78,3831.0,1.0,0
0.0,0.0,-13.0,3.0,0.0,1.0,150.29,10.39,940.0,5.0,0
0.0,0.0,-14.0,3.0,0.0,1.0,41.75,11.85,358.0,1.0,0
0.0,0.0,-15.0,8.0,0.0,1.0,55.09,15.1,486.0,2.0,0
0.0,0.0,-10.0,6.0,0.0,1.0,18.83,10.96,612.0,1.0,0
0.0,0.0,-14.0,24.0,0.0,8.0,81.2,16.21,411.0,1.0,0
0.0,0.0,-14.0,12.0,0.0,1.0,41.84,11.85,654.0,2.0,0
0.0,0.0,-11.0,12.0,0.0,1.0,31.38,12.48,476.0,1.0,0
0.0,0.0,-7.0,2.0,0.0,2.0,91.77,8.78,361.0,3.0,0
0.0,0.0,-9.0,13.0,0.0,4.0,67.5,17.6,856.0,1.0,0
0.0,0.0,-3.0,24.0,0.0,1.0,100.33,15.34,1071.0,1.0,0
0.0,0.0,-11.0,12.0,0.0,5.0,117.53,17.54,1012.0,1.0,0
0.0,0.0,-6.0,18.0,0.0,4.0,96.71,16.81,249.0,2.0,0
0.0,0.0,-28.0,10.0,0.0,1.0,98.84,33.239999999999995,682.5,1.0,0
0.0,0.0,-15.0,9.0,0.0,3.0,74.16,15.16,576.0,3.0,0
0.0,0.0,-40.0,9.0,0.0,5.0,105.74,18.0,923.0,10.0,0
0.0,0.0,-13.0,19.0,0.0,2.0,119.39,19.4,651.0,2.0,1
0.0,0.0,-9.0,13.0,0.0,1.0,47.82,17.92,301.0,10.0,1
0.0,0.0,-8.0,12.0,0.0,1.0,58.0,15.1,1278.0,2.0,0
0.0,0.0,-13.0,11.0,0.0,1.0,90.88,20.98,1197.0,1.0,0
0.0,0.0,-18.0,16.0,0.0,2.0,150.05,20.15,659.0,2.0,0
0.0,0.0,-11.0,22.0,0.0,3.0,70.79,20.8,172.0,1.0,0
0.0,0.0,-9.0,4.0,0.0,1.5,133.96,13.96,747.0,2.0,0
0.0,0.0,-16.0,9.0,0.0,2.0,142.1,32.1,500.0,1.0,0
0.0,0.0,-16.0,19.0,0.0,3.0,94.9,12.91,452.0,2.0,0
0.0,0.0,-14.0,15.0,0.0,1.0,51.69,16.79,250.0,1.0,1
0.0,0.0,3.0,31.0,1.0,2.0,150.87,20.88,1200.0,1.0,1
0.0,0.0,0.0,20.0,0.0,3.0,41.05,21.15,1440.0,3.0,0
0.0,0.0,-11.0,5.0,0.0,3.0,65.71,8.72,435.0,3.0,0
0.0,0.0,-27.0,11.0,0.0,5.0,111.01,21.11,381.0,1.0,0
0.0,0.0,-15.0,6.0,0.0,1.0,39.42,14.52,206.0,5.0,0
0.0,0.0,-20.0,2.0,0.0,1.0,89.17,16.27,202.0,5.0,0
0.0,0.0,-14.0,12.0,0.0,4.0,49.52,14.52,196.0,2.0,0
0.0,0.0,-20.0,9.0,0.0,1.0,97.03,17.13,415.0,6.0,0
0.0,0.0,-15.0,6.0,0.0,1.0,44.1,15.1,167.0,3.0,0
0.0,0.0,-12.0,9.0,0.0,10.0,192.41,15.41,2585.0,7.0,0
0.0,0.0,-13.0,6.0,0.0,1.0,146.68,26.88,348.0,2.0,1
0.0,0.0,-5.0,21.0,0.0,1.0,67.6,17.6,847.0,5.0,0
0.0,0.0,5.0,25.0,1.0,1.0,77.06,17.16,598.0,4.0,0
0.0,0.0,-15.0,19.0,0.0,3.0,118.02,29.02,380.0,1.0,0
0.0,0.0,-11.0,10.0,0.0,1.0,89.58,31.58,167.0,2.0,0
0.0,0.0,-6.0,19.0,0.0,1.0,47.69,25.19,650.0,1.0,0
0.0,0.0,-13.0,15.0,0.0,1.0,85.14,15.24,781.0,4.0,1
0.0,0.0,-8.0,12.0,0.0,3.0,163.68,23.78,327.0,2.0,0
0.0,0.0,-18.0,9.0,0.0,4.0,222.24,22.24,162.0,5.0,0
0.0,0.0,-19.0,25.0,0.0,1.0,39.28,25.63,400.0,1.0,1
0.0,0.0,7.0,36.0,1.0,1.0,88.72,17.75,673.0,1.0,1
0.0,0.0,-14.0,7.0,0.0,3.0,85.6,15.7,1182.0,2.0,0
0.0,0.0,-21.0,8.0,0.0,1.0,62.83,12.93,528.0,1.0,0
0.0,0.0,-14.0,5.0,0.0,1.0,127.14,17.48,569.0,1.0,1
0.0,0.0,-20.0,9.0,0.0,3.0,35.69,16.79,86.0,1.0,0
0.0,0.0,-14.0,5.0,0.0,1.0,62.78,7.78,112.0,2.0,0
0.0,0.0,-14.0,16.0,0.0,5.0,175.28,35.48,404.0,3.0,0
0.0,0.0,-10.0,6.0,0.0,1.0,37.72,8.72,1291.0,3.0,0
0.0,0.0,-9.0,14.0,0.0,1.0,43.69,16.79,96.0,5.0,0
0.0,0.0,-17.0,7.0,0.0,2.0,43.91,16.11,236.0,1.0,0
0.0,0.0,-14.0,7.0,0.0,2.0,29.1,15.11,935.0,1.0,0
0.0,0.0,-35.0,18.0,0.0,1.0,159.11,32.21,622.0,2.0,0
0.0,0.0,-14.0,5.0,0.0,2.0,56.85,11.85,956.0,1.0,0
0.0,0.0,-17.0,12.0,0.0,1.0,51.0,15.1,3831.0,1.0,0
0.0,0.0,-12.0,2.0,0.0,1.0,42.77,7.78,575.0,1.0,0
0.0,0.0,-12.0,12.0,0.0,1.0,111.81,16.91,545.0,3.0,1
0.0,0.0,-11.0,13.0,0.0,4.0,100.33,15.34,1071.0,1.0,0
0.0,0.0,-13.0,4.0,0.0,1.0,28.62,8.72,305.0,1.0,0
0.0,0.0,-7.0,13.0,0.0,1.0,192.66,12.76,420.0,1.0,0
0.0,0.5,-19.0,11.0,0.0,1.0,110.18,30.2,358.0,1.0,0
0.0,0.0,-12.0,1.0,0.0,2.0,26.77,7.78,1474.0,3.0,0
0.0,0.0,-1.0,11.0,0.0,1.0,163.69,15.79,608.0,1.0,0
0.0,0.0,3.0,22.0,1.0,4.0,173.72,14.72,162.0,5.0,1
0.0,0.0,-9.0,20.0,0.0,1.0,105.87,16.87,1067.0,2.0,0
0.0,0.0,-7.0,5.0,0.0,1.0,60.78,7.78,721.0,1.0,0
0.0,0.0,-14.0,8.0,0.0,10.0,223.14,18.14,162.0,4.0,0
0.0,0.0,-18.0,20.0,0.0,6.0,208.16,32.26,1203.0,2.0,0
0.0,0.0,-18.0,5.0,0.0,5.0,92.67,17.77,646.0,2.0,0
0.0,0.0,-8.0,11.0,0.0,2.0,30.75,11.85,121.0,1.0,0
0.0,0.0,-15.0,8.0,0.0,1.0,162.25,13.25,419.0,5.0,0
0.0,0.0,-13.0,14.0,0.0,1.0,31.6,15.1,351.0,1.0,0
0.0,0.0,-9.0,3.0,0.0,1.0,33.62,8.72,765.0,3.0,0
0.0,0.0,-13.0,9.0,0.0,4.0,134.58,15.59,247.0,6.0,1
0.0,0.0,-15.0,4.0,0.0,1.0,53.95,10.96,589.0,4.0,0
0.0,0.0,-18.0,6.0,0.0,1.0,85.14,15.24,309.0,1.0,0
0.0,0.0,-10.0,16.0,0.0,2.0,153.17,26.17,1120.0,1.0,0
0.0,0.0,-17.0,23.0,0.0,1.0,91.61,26.71,453.0,1.0,0
0.0,0.0,-6.0,7.0,0.0,2.0,118.85,11.95,1439.0,1.0,0
0.0,0.0,-21.0,12.0,0.0,1.0,55.0,15.1,567.0,2.0,0
0.0,0.0,-12.0,7.0,0.0,3.0,129.01,25.04,609.0,2.0,0
0.0,0.0,-14.0,12.0,0.0,1.0,117.16,18.26,236.0,1.0,0
0.0,0.0,-11.0,15.0,0.0,1.0,55.11,16.11,252.0,1.0,0
0.0,0.0,-15.0,7.0,0.0,1.0,56.69,16.79,45.0,1.0,0
0.0,0.0,-19.0,16.0,0.0,8.0,134.38,38.94,376.0,3.0,0
0.0,0.0,-7.0,15.0,0.0,1.0,105.28,15.38,245.0,1.0,0
0.0,0.0,-23.0,5.0,0.0,1.0,32.09,15.1,627.0,1.0,1
0.0,0.0,-17.0,5.0,0.0,1.0,124.4,14.5,235.0,2.0,0
0.0,0.0,-8.0,4.0,0.0,1.0,16.22,8.72,366.0,4.0,1
0.0,0.0,-18.0,8.0,0.0,1.0,117.15,16.15,483.0,1.0,0
0.0,0.0,-8.0,3.0,0.0,1.0,48.62,8.72,606.0,2.0,0
0.0,0.0,-10.0,9.0,0.0,5.0,154.63,14.73,723.0,2.0,0
0.0,0.0,-11.0,11.0,0.0,1.0,135.08,38.94,1893.0,1.0,0
0.0,0.0,-20.0,5.0,0.0,1.0,40.86,10.96,337.0,3.0,0
0.0,0.0,-10.0,13.0,0.0,1.0,128.46,38.47,1893.0,1.0,0
0.0,0.0,-18.0,3.0,0.0,1.0,137.44,18.09,988.0,1.0,0
0.0,0.0,-12.0,4.0,0.0,1.0,38.72,8.72,520.0,1.0,0
0.0,0.0,-18.0,5.0,0.0,3.0,34.84,11.85,259.0,3.0,0
0.0,0.0,-14.0,8.0,0.0,8.0,81.78,11.88,536.0,1.0,0
0.0,0.0,-14.0,7.0,0.0,1.0,44.39,16.11,313.0,1.0,0
0.0,0.0,-8.0,13.0,0.0,3.0,221.64,31.75,743.5,1.0,1
0.0,0.0,-12.0,6.0,0.0,1.0,79.09,11.09,937.0,2.0,0
0.0,0.0,-14.0,10.0,0.0,2.0,65.0,15.1,944.0,3.0,0
0.0,0.0,-10.0,1.0,0.0,1.0,119.94,14.94,60.0,1.0,0
0.0,0.0,-6.0,16.0,0.0,3.0,60.0,15.1,1054.0,4.0,0
0.0,0.0,-16.0,7.0,0.0,1.0,171.0,13.23,587.0,2.0,0
0.0,0.0,-12.0,21.0,0.0,1.0,135.86,36.86,580.0,4.0,0
0.0,0.0,-13.0,18.0,0.0,1.0,28.75,15.1,400.0,1.0,0
0.0,0.0,-14.0,10.0,0.0,1.0,39.6,15.1,100.0,4.0,0
0.0,0.0,-14.0,13.0,0.0,1.0,147.35,18.15,257.0,1.0,0
0.0,0.0,-14.0,11.0,0.0,1.0,79.1,16.2,3207.0,1.0,0
0.0,0.0,-11.0,6.0,0.0,1.0,245.94,38.94,334.0,3.0,0
0.0,0.0,-13.0,10.0,0.0,1.0,65.0,15.1,623.0,5.0,0
0.0,0.0,-19.0,8.0,0.0,1.0,56.32,14.52,302.0,1.0,0
0.0,0.0,-15.0,7.0,0.0,1.0,102.12,12.13,492.0,3.0,0
0.0,0.0,-5.0,16.0,0.0,4.0,85.94,20.94,232.0,1.0,1
0.0,0.0,-7.0,12.0,0.0,2.0,139.31,21.32,223.0,1.0,0
0.0,0.0,-11.0,9.0,0.0,1.0,120.68,20.78,490.0,3.0,0
0.0,0.0,-9.0,4.0,0.0,2.0,23.6,8.27,1360.0,1.0,0
0.0,0.0,-10.0,5.0,0.0,1.0,55.94,9.74,595.0,1.0,0
0.0,0.0,-8.0,5.0,0.0,6.0,109.6,9.71,388.0,1.0,0
0.0,0.0,-12.0,13.0,0.0,10.0,158.13,18.23,836.0,7.0,0
0.0,0.0,-11.0,14.0,0.0,5.0,131.04,18.04,2950.0,1.0,0
0.0,0.0,-13.0,8.0,0.0,1.0,75.17,15.18,475.0,4.0,0
0.0,0.0,-14.0,4.0,0.0,1.0,33.44,9.34,606.0,2.0,0
0.0,0.0,-29.0,7.0,0.0,1.0,139.27,9.28,846.0,13.0,1
0.0,0.0,-15.0,15.0,0.0,1.0,50.95,16.05,1251.0,2.0,0
0.0,0.0,-10.0,6.0,0.0,5.0,145.52,25.52,844.0,1.0,0
0.0,0.0,-10.0,17.0,0.0,2.0,141.09,26.09,724.0,1.0,0
0.0,0.0,-14.0,12.0,0.0,1.0,125.0,30.2,393.0,5.0,1
0.0,0.0,-11.0,9.0,0.0,1.0,64.09,14.1,380.0,1.0,0
0.0,0.0,-8.0,3.0,0.0,1.0,23.78,7.78,108.0,1.0,0
0.0,0.0,-3.0,10.0,0.0,1.0,43.14,16.54,1398.0,1.0,1
0.0,0.0,-10.0,13.0,0.0,1.0,68.0,30.2,365.0,13.0,0
0.0,0.0,-8.0,18.0,0.0,1.0,64.1,15.1,578.0,3.0,0
0.0,0.0,-28.0,18.0,0.0,6.0,146.9,18.0,531.0,2.0,0
0.0,0.0,-20.0,9.0,0.0,3.0,185.26,15.36,533.0,1.0,0
0.0,0.0,-14.0,23.0,0.0,1.0,37.32,24.35,326.0,2.0,0
0.0,0.0,-19.0,5.0,0.0,2.0,127.91,20.119999999999997,1886.0,2.0,0
0.0,0.0,-8.0,4.0,0.0,2.0,66.34,16.54,545.0,4.0,0
0.0,0.0,-30.0,14.0,0.0,2.0,208.59,19.6,606.0,2.0,0
0.0,0.0,-14.0,13.0,0.0,1.0,42.69,16.79,614.0,1.0,0
0.0,0.0,-15.0,25.0,0.0,1.0,57.74,24.84,940.0,2.0,0
0.0,0.0,-14.0,11.0,0.0,10.0,154.12,34.32,799.0,1.0,0
0.0,0.0,-18.0,4.0,0.0,1.0,96.19,16.19,1557.0,3.0,0
0.0,0.0,-13.0,13.0,0.0,1.0,33.1,15.1,303.0,1.0,1
0.0,0.0,-21.0,8.0,0.0,8.0,161.37,21.47,2108.0,1.0,0
0.0,0.0,-15.0,6.0,0.0,1.0,69.17,13.27,605.0,4.0,1
0.0,0.0,-14.0,10.0,0.0,1.0,251.76,31.76,567.0,1.0,0
0.0,0.0,-21.0,4.0,0.0,4.0,92.41,12.51,608.0,1.0,0
0.0,0.0,-19.0,8.0,0.0,3.0,179.26,19.36,827.0,4.0,0
0.0,0.0,-9.0,13.0,0.0,1.0,54.09,14.1,520.0,3.0,0
0.0,0.0,-19.0,2.0,0.0,1.0,41.75,11.85,389.0,1.0,0
0.0,0.0,-14.0,8.0,0.0,4.0,48.01,28.06,375.0,2.0,0
0.0,0.0,-7.0,10.0,0.0,2.0,111.55,12.65,670.0,1.0,0
0.0,0.0,-12.0,7.0,0.0,1.0,138.36,18.46,478.0,4.0,0
0.0,0.0,-14.0,10.0,0.0,1.0,76.17,16.18,988.0,4.0,0
0.0,0.0,-12.0,9.0,0.0,5.0,223.14,18.14,162.0,5.0,0
0.0,0.0,-18.0,18.0,0.0,5.0,178.44,29.44,419.0,5.0,1
0.0,0.0,-31.0,14.0,0.0,1.0,164.8,15.8,270.0,1.0,0
0.0,0.0,-22.0,12.0,0.0,3.0,65.0,15.1,336.0,5.0,0
0.0,0.0,-8.0,8.0,0.0,3.0,130.14,23.9,562.5,1.0,1
0.0,0.0,-16.0,7.0,0.0,2.0,40.0,15.1,497.0,3.0,0
0.0,0.0,-5.0,5.0,0.0,2.0,65.24,9.34,631.0,3.0,0
0.0,0.0,55.0,83.0,1.0,5.0,134.76,29.77,1164.0,4.0,0
0.0,0.0,-9.0,11.0,0.0,2.0,73.34,13.44,341.0,2.0,0
0.0,0.0,-21.0,10.0,0.0,5.0,125.53,25.54,513.0,1.0,0
0.0,0.0,-14.0,4.0,0.0,3.0,44.66,18.68,868.0,1.0,0
0.0,0.0,-8.0,12.0,0.0,1.0,33.51,14.52,405.0,3.0,0
0.0,0.0,-14.0,6.0,0.0,5.0,115.02,16.32,527.0,11.0,0
0.0,0.0,-13.0,8.0,0.0,1.0,148.58,15.68,929.0,1.0,0
0.0,0.0,-8.0,4.0,0.0,8.0,87.36,9.36,490.0,2.0,0
0.0,0.0,-17.0,5.0,0.0,3.0,133.95,24.05,482.0,2.0,0
0.0,0.0,-14.0,7.0,0.0,1.0,40.85,11.85,321.0,3.0,0
0.0,0.0,-14.0,1.0,0.0,10.0,179.34,19.54,190.0,1.0,1
0.0,0.0,-6.0,16.0,0.0,2.0,100.85,16.35,1538.0,2.0,0
