cancellation,no_delivery,delivery_delay,delivery_time,late_delivery_flag,avg_installments,total_payment,freight_value,product_description_length,product_photos_qty,is_dissatisfied
0.0,0.0,-14.0,6.0,0.0,10.0,182.29,12.39,919.0,5.0,0
0.0,0.0,32.0,60.0,1.0,2.0,132.48,15.57,138.0,2.0,1
0.0,0.0,-13.0,2.0,0.0,3.0,33.37,7.87,228.0,1.0,0
0.0,0.0,-26.0,5.0,0.0,1.0,78.51,18.52,425.0,4.0,0
0.0,0.0,-5.0,31.0,0.0,1.0,148.76,38.94,859.0,3.0,0
0.0,0.0,-5.0,7.0,0.0,1.0,64.58,14.78,295.0,1.0,0
0.0,0.0,-16.0,10.0,0.0,3.0,177.59,17.6,162.0,1.0,0
0.0,0.0,-10.0,36.0,0.0,1.0,35.05,22.06,1507.0,1.0,0
0.0,0.0,-10.0,13.0,0.0,1.0,103.27,37.37,757.0,2.0,0
0.0,0.0,-21.0,19.0,0.0,1.0,181.05,34.11,1398.0,1.0,0
0.0,0.0,-8.0,5.0,0.0,5.0,94.36,24.36,272.0,1.0,0
0.0,0.0,-15.0,8.0,0.0,1.0,45.07,15.1,410.0,1.0,1
0.0,0.0,-6.0,10.0,0.0,1.0,63.61,13.71,77.0,2.0,0
0.0,0.0,-13.0,2.0,0.0,1.0,16.78,7.78,374.0,1.0,0
0.0,0.0,-11.0,5.0,0.0,2.0,169.37,9.47,669.0,5.0,0
0.0,0.0,-29.0,4.0,0.0,1.0,121.68,19.68,669.0,3.0,0
0.0,0.0,-15.0,11.0,0.0,1.0,126.66,26.86,348.0,2.0,0
0.0,0.0,-12.0,15.0,0.0,1.0,88.94,16.94,919.0,1.0,0
0.0,0.0,-16.0,10.0,0.0,1.0,57.93,17.93,895.0,9.0,0
0.0,0.0,0.0,24.0,0.0,1.0,36.69,16.79,240.0,1.0,0
0.0,0.0,-24.0,9.0,0.0,1.0,170.68,30.78,131.0,3.0,0
0.0,0.0,-17.0,10.0,0.0,1.0,138.74,19.74,1893.0,1.0,0
0.0,0.0,-3.0,20.0,0.0,1.0,85.27,18.27,247.0,1.0,0
0.0,0.0,-7.0,1.0,0.0,1.0,41.64,8.98,441.0,1.0,0
0.0,0.0,-12.0,15.0,0.0,3.0,71.13,16.14,629.0,2.0,0
0.0,0.0,-19.0,9.0,0.0,1.0,68.32,19.32,1203.0,2.0,0
0.0,0.0,-24.0,5.0,0.0,5.0,91.0,32.11,614.5,1.0,0
0.0,0.0,-19.0,7.0,0.0,1.0,37.13,18.23,343.0,1.0,0
0.0,0.0,-13.0,20.0,0.0,2.0,178.46,18.69,606.0,2.0,0
0.0,0.0,-11.0,7.0,0.0,1.0,142.0,25.7,758.0,1.0,1
0.0,0.0,-17.0,10.0,0.0,1.0,67.43,19.53,1194.0,4.0,0
0.0,0.0,-12.0,6.0,0.0,1.0,124.83,18.84,119.0,1.0,0
0.0,0.0,-7.0,2.0,0.0,1.0,23.28,8.29,366.0,1.0,0
0.0,0.0,-11.0,19.0,0.0,2.0,27.87,15.1,176.0,1.0,0
0.0,0.0,-6.0,22.0,0.0,1.0,51.14,21.15,361.0,3.0,0
0.0,0.0,-8.0,14.0,0.0,6.0,71.85,12.85,926.0,3.0,0
0.0,0.0,-25.0,15.0,0.0,1.0,127.14,27.24,1497.0,2.0,0
0.0,0.0,-14.0,7.0,0.0,2.0,168.08,18.18,799.0,2.0,0
0.0,0.0,-18.0,16.0,0.0,2.0,65.0,15.1,3000.0,1.0,0
0.0,0.0,-11.0,15.0,0.0,3.0,73.01,23.11,1343.0,1.0,0
0.0,0.0,-15.0,9.0,0.0,1.0,123.49,23.5,1232.0,1.0,0
0.0,0.0,-25.0,18.0,0.0,3.0,147.15,18.15,396.0,3.0,0
0.0,0.0,-10.0,9.0,0.0,2.0,185.9,16.07,865.0,1.0,0
0.0,0.0,-16.0,5.0,0.0,1.0,128.45,14.88,120.0,1.0,1
0.0,0.0,-23.0,9.0,0.0,2.0,44.09,14.1,216.0,2.0,0
0.0,0.0,-3.0,22.0,0.0,1.0,81.24,15.34,741.0,5.0,0
0.0,0.0,-14.0,4.0,0.0,5.0,159.31,8.31,273.0,1.0,0
0.0,0.0,-9.0,3.0,0.0,1.0,127.71,7.71,572.0,1.0,0
0.0,0.0,-8.0,15.0,0.0,1.0,40.55,15.1,297.0,1.0,0
0.0,0.0,-15.0,14.0,0.0,1.0,46.94,37.04,139.0,1.0,0
0.0,0.0,-6.0,17.0,0.0,1.0,186.96,38.94,223.0,3.5,0
0.0,0.0,-8.0,8.0,0.0,2.0,123.75,13.43,919.0,1.0,0
0.0,0.0,-14.0,9.0,0.0,1.0,29.69,12.79,293.0,3.0,0
0.0,0.0,-2.0,16.0,0.0,3.0,148.7,18.71,1112.0,3.0,0
0.0,0.0,-35.0,4.0,0.0,1.0,39.37,14.47,1084.0,2.0,0
0.0,0.0,-5.0,2.0,0.0,1.0,42.86,12.87,916.0,1.0,0
0.0,0.0,-15.0,1.0,0.0,3.0,159.86,9.86,66.0,1.0,0
0.0,0.0,-10.0,7.0,0.0,3.0,87.97,18.07,663.0,2.0,0
0.0,0.0,0.0,11.0,0.0,1.0,28.19,8.29,207.0,1.0,0
0.0,0.0,-5.0,5.0,0.0,3.0,70.88,27.39,757.0,1.0,0
0.0,0.0,-39.0,12.0,0.0,1.0,108.2,18.21,847.0,3.0,0
0.0,0.0,-10.0,6.0,0.0,1.0,226.31,38.94,539.0,2.0,0
0.0,0.0,-21.0,5.0,0.0,1.0,49.37,13.47,2113.0,1.0,0
0.0,0.0,-15.0,8.0,0.0,1.0,199.4,19.41,577.0,1.0,0
0.0,0.0,-11.0,7.0,0.0,2.0,75.19,14.29,840.0,1.0,0
0.0,0.0,-13.0,14.0,0.0,1.0,114.52,23.22,1017.0,1.0,0
0.0,0.0,-4.0,13.0,0.0,1.0,36.98,9.08,982.0,1.0,0
0.0,0.0,-10.0,5.0,0.0,2.0,132.82,15.92,311.0,1.0,0
0.0,0.0,-14.0,1.0,0.0,1.0,24.68,7.78,2472.0,1.0,0
0.0,0.0,-9.0,20.0,0.0,3.0,48.72,19.32,1165.0,3.0,0
0.0,0.0,0.0,29.0,0.0,1.0,58.59,18.59,30.0,1.0,0
0.0,0.0,-17.0,24.0,0.0,1.0,73.47,23.07,1178.0,5.0,0
0.0,0.0,-15.0,4.0,0.0,1.0,33.54,8.64,58.0,1.0,0
0.0,0.0,6.0,22.0,1.0,1.0,110.82,18.72,524.0,1.0,1
0.0,0.0,-3.0,7.0,0.0,1.0,125.69,7.69,756.0,4.0,0
0.0,0.0,6.0,38.0,1.0,1.0,115.92,18.92,1331.0,1.0,1
0.0,0.0,-11.0,4.0,0.0,1.0,20.03,7.78,401.0,1.0,1
0.0,0.0,-10.0,4.0,0.0,6.0,64.86,14.88,558.0,6.0,0
0.0,0.0,5.0,21.0,1.0,2.0,98.09,23.1,2164.0,5.0,1
0.0,0.0,-12.0,7.0,0.0,7.0,78.8,13.8,339.0,2.0,1
0.0,0.0,-20.0,9.0,0.0,1.0,80.2,15.2,729.0,1.0,0
0.0,0.0,-20.0,17.0,0.0,1.0,30.13,15.23,675.0,2.0,0
0.0,0.0,-14.0,11.0,0.0,1.0,45.48,15.98,787.0,8.0,0
0.0,0.0,-9.0,17.0,0.0,1.0,96.47,26.57,831.0,2.0,0
0.0,0.0,8.0,28.0,1.0,1.0,84.91,12.01,284.0,1.0,1
0.0,0.0,-18.0,1.0,0.0,6.0,88.9,8.91,492.0,3.0,0
0.0,0.0,53.0,70.0,1.0,1.0,50.01,15.11,366.0,4.0,1
0.0,0.0,-1.0,2.0,0.0,1.0,38.35,8.37,724.0,2.0,0
0.0,0.0,-12.0,7.0,0.0,3.0,63.44,14.44,913.0,1.0,0
0.0,0.0,-13.0,9.0,0.0,8.0,82.23,18.33,663.0,4.0,0
0.0,0.0,-7.0,7.0,0.0,1.0,41.72,8.72,1021.0,1.0,0
0.0,0.0,-8.0,3.0,0.0,3.0,184.22,38.94,1618.0,8.0,0
0.0,0.0,-13.0,3.0,0.0,2.0,62.92,16.52,365.0,1.0,0
0.0,0.0,-6.0,13.0,0.0,6.0,63.27,13.37,340.0,2.0,1
0.0,0.0,4.0,27.0,1.0,1.0,133.67,19.77,999.0,10.0,1
0.0,0.0,-4.0,7.0,0.0,1.0,167.76,17.86,752.0,3.0,0
0.0,0.0,-13.0,5.0,0.0,1.0,40.75,18.26,334.0,1.0,0
0.0,0.0,-10.0,14.0,0.0,1.0,24.0,14.1,361.0,1.0,0
0.0,0.0,-14.0,12.0,0.0,2.0,139.03,21.73,555.0,1.0,0
0.0,0.0,-34.0,19.0,0.0,4.0,194.79,37.79,465.0,1.0,0
0.0,0.0,-12.0,9.0,0.0,1.0,32.23,15.23,507.0,1.0,0
0.0,0.0,-22.0,4.0,0.0,1.0,27.29,7.39,816.0,5.0,0
0.0,0.0,-11.0,17.0,0.0,8.0,142.71,38.94,254.0,2.0,0
0.0,0.0,0.0,12.0,0.0,1.0,20.29,7.39,401.0,1.0,0
0.0,0.0,-7.0,6.0,0.0,1.0,74.5,15.51,330.0,1.0,0
0.0,0.0,-5.0,2.0,0.0,1.0,23.29,7.39,446.0,2.0,0
0.0,0.0,-14.0,5.0,0.0,1.0,138.39000000000001,8.49,147.0,2.0,0
0.0,0.0,-17.0,13.0,0.0,1.0,28.810000000000002,16.92,606.0,2.0,0
0.0,0.0,-8.0,2.0,0.0,1.0,46.92,9.02,352.0,3.0,0
0.0,0.0,-7.0,4.0,0.0,1.0,47.29,8.29,515.0,1.0,0
0.0,0.0,-4.0,7.0,0.0,2.0,78.19,8.29,581.0,1.0,0
0.0,0.0,-25.0,7.0,0.0,1.0,87.58,18.58,151.0,6.0,0
0.0,0.0,-7.0,4.0,0.0,5.0,96.87,22.169999999999998,92.0,4.0,0
0.0,0.0,-14.0,11.0,0.0,3.0,58.05,23.05,664.0,1.0,0
0.0,0.0,-3.0,21.0,0.0,1.0,95.31,16.31,236.0,1.0,0
0.0,0.0,14.0,41.0,1.0,2.0,98.6,20.6,1146.0,1.0,1
0.0,0.0,5.0,18.0,1.0,2.0,93.28,23.29,519.0,2.0,1
0.0,0.0,-11.0,9.0,0.0,1.0,44.87,12.88,1003.0,4.0,0
0.0,0.0,-7.0,20.0,0.0,4.0,86.15,16.25,882.0,1.0,0
0.0,0.0,28.0,51.0,1.0,1.0,99.82,17.02,236.0,1.0,0
0.0,0.0,-12.0,12.0,0.0,1.0,60.85,11.85,440.0,1.0,0
0.0,0.0,1.0,25.0,1.0,1.0,89.88,38.94,401.0,1.0,1
0.0,0.0,0.0,28.0,0.0,5.0,66.01,16.11,3571.0,1.0,0
0.0,0.0,-7.0,19.0,0.0,2.0,117.51,17.61,567.0,3.0,0
0.0,0.0,-24.0,6.0,0.0,3.0,205.86,20.86,782.0,1.0,0
0.0,0.0,-7.0,8.0,0.0,6.0,78.19,23.19,153.0,1.0,0
0.0,0.0,-5.0,4.0,0.0,1.0,214.13,14.23,268.0,1.0,0
0.0,0.0,-21.0,20.0,0.0,1.0,100.75,38.94,412.0,5.0,0
0.0,0.0,-13.0,8.0,0.0,2.0,72.15,14.16,236.0,2.0,0
0.0,0.0,-22.0,15.0,0.0,1.0,103.16,15.36,236.0,1.0,0
0.0,0.0,-17.0,15.0,0.0,6.0,147.15,18.15,396.0,3.0,0
0.0,0.0,-9.0,15.0,0.0,6.0,68.13,18.23,2078.0,1.0,1
0.0,0.0,-16.0,5.0,0.0,1.0,37.9,14.1,595.0,1.0,0
0.0,0.0,-13.0,11.0,0.0,1.0,88.09,18.59,934.0,2.0,0
0.0,0.0,-13.0,14.0,0.0,1.0,108.0,21.1,245.0,1.0,0
0.0,0.0,-17.0,6.0,0.0,6.0,66.24,15.24,684.0,1.0,0
0.0,0.0,-2.0,13.0,0.0,8.0,82.92,12.93,1074.0,5.0,1
0.0,0.0,-16.0,6.0,0.0,1.0,83.37,14.57,205.0,1.0,0
0.0,0.0,-21.0,9.0,0.0,1.0,81.1,23.21,890.0,1.0,0
0.0,0.0,-15.0,7.0,0.0,2.0,42.78,7.78,1224.0,2.0,0
0.0,0.0,-21.0,10.0,0.0,1.0,42.79,12.79,432.0,1.0,0
0.0,0.0,-13.0,9.0,0.0,8.0,94.5,34.5,431.0,1.0,0
0.0,0.0,-14.0,9.0,0.0,1.0,92.26,36.46,982.0,1.0,0
0.0,0.0,-23.0,24.0,0.0,3.0,168.33,28.34,1292.0,1.0,0
0.0,0.0,0.0,26.0,0.0,6.0,89.36,19.46,520.0,1.0,0
0.0,0.0,-14.0,19.0,0.0,1.0,37.23,15.23,891.0,3.0,0
0.0,0.0,-16.0,3.0,0.0,1.0,58.61,13.71,536.0,1.0,0
0.0,0.0,-2.0,20.0,0.0,1.0,70.4,20.4,859.0,3.0,0
0.0,0.0,-12.0,14.0,0.0,1.0,81.79,16.89,891.0,1.0,0
0.0,0.0,-10.0,3.0,0.0,1.0,17.29,7.39,84.0,1.0,0
0.0,0.0,-14.0,9.0,0.0,1.0,92.69,12.69,378.0,1.0,0
0.0,0.0,-14.0,19.0,0.0,3.0,113.8,25.9,859.0,1.0,0
0.0,0.0,7.0,28.0,1.0,1.0,50.1,16.11,514.0,1.0,1
0.0,0.0,-7.0,25.0,0.0,1.0,46.78,16.79,328.0,2.0,0
0.0,0.0,-11.0,6.0,0.0,1.0,45.3,15.31,198.0,2.0,0
0.0,0.0,-18.0,3.0,0.0,4.0,104.84,14.94,390.0,2.0,0
0.0,0.0,5.0,14.0,1.0,1.0,112.09,12.19,273.0,1.0,0
0.0,0.0,-13.0,9.0,0.0,8.0,82.32,36.52,897.0,2.0,0
0.0,0.0,-24.0,4.0,0.0,2.0,155.52,37.52,311.0,1.0,0
0.0,0.0,-17.0,10.0,0.0,8.0,182.1,22.2,253.0,1.0,1
0.0,0.0,-3.0,5.0,0.0,1.0,57.19,7.39,337.0,1.0,0
0.0,0.0,-18.0,3.0,0.0,1.0,37.25,15.25,191.0,1.0,0
0.0,0.0,-6.0,7.0,0.0,10.0,109.97,14.98,1608.0,4.0,0
0.0,0.0,-11.0,9.0,0.0,3.0,109.42,26.66,976.0,1.0,0
0.0,0.0,-3.0,1.0,0.0,1.0,38.37,8.37,1593.0,1.0,0
0.0,0.0,-10.0,9.0,0.0,1.0,169.29,38.94,411.0,3.0,0
0.0,0.0,-1.0,24.0,0.0,7.0,83.42,19.42,448.0,1.0,0
0.0,0.0,-8.0,5.0,0.0,1.0,55.38,15.38,904.0,4.0,0
0.0,0.0,-5.0,4.0,0.0,1.0,56.39,7.39,2143.0,4.0,0
0.0,0.0,-5.0,15.0,0.0,1.0,90.99,12.99,1295.0,1.0,0
0.0,0.0,-14.0,12.0,0.0,1.0,71.29,18.25,936.0,2.0,0
0.0,0.0,-18.0,8.0,0.0,1.0,79.13,18.23,2053.0,3.0,0
0.0,0.0,-32.0,12.0,0.0,4.0,99.65,19.75,921.0,7.0,0
0.0,0.0,-7.0,8.0,0.0,1.0,32.77,7.78,734.0,3.0,0
0.0,0.0,-7.0,22.0,0.0,1.0,47.78,16.79,1560.0,1.0,0
0.0,0.0,-4.0,26.0,0.0,1.0,116.84,17.94,402.0,2.0,0
0.0,0.0,-6.0,1.0,0.0,1.0,66.67,7.67,1103.0,2.0,0
0.0,0.0,-18.0,6.0,0.0,2.0,142.92,13.92,396.0,3.0,1
0.0,0.0,-15.0,18.0,0.0,4.0,116.26,36.46,589.0,4.0,0
0.0,0.0,-7.0,7.0,0.0,1.0,108.22,15.56,409.0,1.0,0
0.0,0.0,-25.0,6.0,0.0,1.0,19.55,7.55,198.0,1.0,0
0.0,0.0,-20.0,12.0,0.0,8.0,218.98,18.99,689.0,1.0,0
0.0,0.0,-9.0,10.0,0.0,1.0,77.77,7.78,606.0,2.0,1
0.0,0.0,-16.0,7.0,0.0,1.0,140.91,21.91,547.0,1.0,0
0.0,0.0,-8.0,14.0,0.0,1.0,187.76,38.94,1893.0,1.0,0
0.0,0.0,-13.0,10.0,0.0,3.0,87.17,27.37,891.0,5.0,0
0.0,0.0,-11.0,6.0,0.0,2.0,126.81,21.81,831.0,1.0,0
0.0,0.0,49.0,79.0,1.0,3.0,124.33,34.43,240.0,1.0,1
0.0,0.0,-16.0,1.0,0.0,1.0,27.38,7.39,355.0,1.0,0
0.0,0.0,-8.0,6.0,0.0,2.0,90.62,15.63,1127.0,2.0,0
0.0,0.0,-9.0,4.0,0.0,2.0,22.77,7.87,400.0,1.0,0
0.0,0.0,-9.0,11.0,0.0,1.0,115.0,15.01,1232.0,1.0,0
0.0,0.0,-8.0,13.0,0.0,1.0,126.44,15.54,601.0,2.0,0
0.0,0.0,-10.0,6.0,0.0,1.0,32.61,7.71,208.0,1.0,0
0.0,0.0,-10.0,26.0,0.0,2.0,105.3,25.4,1109.0,1.0,0
0.0,0.0,-11.0,11.0,0.0,3.0,163.89,18.89,640.0,1.0,0
0.0,0.0,-14.0,8.0,0.0,1.0,83.75,13.85,200.0,10.0,0
0.0,0.0,-7.0,5.0,0.0,1.0,57.85,11.86,637.0,1.0,0
0.0,0.0,-9.0,10.0,0.0,1.0,47.13,18.23,535.0,4.0,0
0.0,0.0,-13.0,7.0,0.0,9.0,98.56,18.66,429.0,6.0,0
